5.308609390258789062e+01,8.865531229615069009e-01,8.088124400231736510e-01,4.043825000000001455e+04,9.978427189176747314e-01,1.939794173576003464e-02,4.892985026041666956e-03,1.464843750000000000e-02,6.561279296875000000e-03,5.410766601562500000e-02,6.993611653645832871e-02,1.875000000000000000e-01,3.003438313802083218e-02,4.467264811197916435e-02,5.674947102864583703e-01,2.015177408854166782e-02,2.214795430501302178e+02,4.602806659556820705e+03,2.517753651936849053e+02,7.182377319528146700e+02,2.199015146891275947e+02,5.439273061263657837e+03,2.529913889567057197e+02,4.102179078242172636e+02,1.965033437500001164e+06,-9.363128187612746842e+02,1.395277187500000466e+06,-1.869929447413303569e+04,1.893746875000001164e+05,3.440132170870936079e+01,7.721942500000002328e+05,-5.693668116689776070e+03,4.856212500000001164e+05,-8.818653654657968218e+03,4.043825000000001455e+04,7.717966713981982707e+01,1.823555544912985882e-02,2.059577819024089251e+01,9.963560967080642428e-01,2.825317163781142881e+03,7.650745892773466172e-01,3.818552762372588631e+02,1.128067287693433173e+04,7.069902133379649456e+00,8.083708696347310152e+00,1.960523074914658284e-03,1.822114691669956210e+00,-7.257586628272627571e-01,9.999461129557017935e-01,2.709001541137695312e+00,5.308609390258789062e+01,2.259646654129028320e+00
2.102496719360351562e+01,4.259417808219167489e-01,8.472698866354784197e-01,3.364500000000000909e+03,9.981475321201312978e-01,1.257349287666359103e-02,1.790364583333333261e-03,7.486979166666666956e-03,2.441406250000000000e-03,6.212870279947916435e-02,3.113301595052083218e-02,2.047017415364583426e-01,2.942403157552083218e-02,4.474894205729166435e-02,6.046142578125000000e-01,1.153055826822916609e-02,2.155725351969400947e+02,1.741253792193382424e+03,2.549937591552734375e+02,5.152554447607448074e-01,2.170423838297525947e+02,1.491750823036431029e+03,2.547316436767578125e+02,5.719321824152333278e+01,1.294530000000001164e+05,-6.776007498084797589e+03,1.971645000000001164e+05,9.455634641883008271e+02,2.586550000000000728e+04,-4.509916525046375000e+02,4.074150000000001455e+04,-4.695152083151298029e+03,6.157750000000004366e+04,3.021175554817345528e+03,3.364500000000000909e+03,-8.968596300847991643e+01,1.181327242331000303e-02,1.983008754900884130e+00,9.977554898122800164e-01,4.417822413745034282e+02,8.295724127033851092e-01,3.620375498018782991e+02,1.765145956743093848e+03,6.704979460897974697e+00,7.395342654849056174e+00,2.529995714324348530e-03,1.252855391103694371e+00,-7.569361276130623928e-01,9.999343155175750564e-01,1.057552218437194824e+00,2.102496719360351562e+01,1.782544970512390137e+00
4.469181823730468750e+01,3.162885273972850353e+00,7.141040060143188928e-01,1.259066500000000466e+06,9.712387488603952956e-01,4.095454948415945713e-03,1.404825846354166609e-02,2.136230468750000000e-02,1.060485839843750000e-02,9.191894531250000000e-02,7.527669270833332871e-02,2.174479166666666574e-01,5.007425944010416435e-02,7.483927408854167129e-02,4.100392659505208148e-01,3.438822428385416435e-02,1.915412495930989678e+02,5.542950894499714195e+03,2.454011077880859375e+02,2.245487483920917384e+03,1.907993774414062500e+02,5.864146304544061422e+03,2.480924428304036553e+02,1.591375543475126506e+03,4.587512125000002794e+06,1.081923328909980046e+04,6.044319625000002794e+06,-1.674839483770804509e+04,1.982658625000001164e+06,5.546554535640777885e+02,3.287423500000001397e+06,1.428059042481042889e+04,4.395578500000001863e+06,-3.407315572325986523e+03,1.259066500000000466e+06,1.790527173060158020e+03,3.428056702198640886e-03,1.307617849567391772e+02,9.672973985228588978e-01,1.999091676186096265e+03,6.662258055603935691e-01,3.239160702770992657e+02,7.865604919787623658e+03,8.080158413900836223e+00,9.871632994796003757e+00,1.378044298723780231e-03,2.542425863235240335e+00,-6.286094275829323674e-01,9.999364689363645642e-01,5.544915676116943359e+00,4.469181823730468750e+01,1.603237628936767578e+00
3.833686828613281250e+01,3.205571183953172198e+00,4.993011368928687577e-01,2.386192500000000582e+05,9.816488745152427420e-01,1.318691214472845824e-03,1.373799641927083391e-02,3.173828125000000000e-02,1.719156901041666782e-02,1.134084065755208287e-01,2.031860351562500000e-01,2.436625162760416574e-01,7.653808593750000000e-02,7.253519694010417129e-02,1.816304524739583426e-01,4.637145996093750000e-02,1.672545115152994697e+02,7.538246060680575283e+03,2.541452789306640625e+02,1.929855214330212618e+02,1.730460357666015625e+02,6.224203167369977564e+03,2.533309733072916572e+02,3.919992314908240019e+02,1.562672312500000931e+06,7.894338829613676353e+03,3.737912562500002794e+06,8.250305359720725392e+03,6.869360625000004657e+05,1.987768382000074780e+03,9.215872500000002328e+05,-4.197948297032347909e+03,2.359913250000000931e+06,4.089431664572932277e+03,2.386192500000000582e+05,2.826121524442624377e+03,1.251154752369337819e-03,5.362438737455856597e+01,9.816994245928939433e-01,1.465613190142614258e+03,4.845832258378503510e-01,3.152193460893496990e+02,5.808828373195879976e+03,8.150045909754954465e+00,1.078249472937982389e+01,7.753252555958166413e-04,3.079551170715480790e+00,-4.988741287556211490e-01,9.995731156506779680e-01,5.196459770202636719e+00,3.833686828613281250e+01,2.580063104629516602e+00
3.996009063720703125e+01,2.221374551533061403e+00,7.267133815672311981e-01,5.097290000000001746e+05,9.771717836954926240e-01,5.285078902218966548e-03,1.095581054687500000e-02,2.327982584635416782e-02,8.748372395833333912e-03,6.669616699218750000e-02,9.573364257812500000e-02,2.242533365885416574e-01,4.178873697916666435e-02,5.487060546875000000e-02,4.389902750651041852e-01,3.468322753906250000e-02,1.877361755371093750e+02,5.486152910487416193e+03,2.517867533365885322e+02,7.509347301248667463e+02,1.831169077555338447e+02,7.031136433284704253e+03,2.522253519694010322e+02,6.457916440615016427e+02,4.107386500000001863e+06,-1.278105741181937992e+04,4.354127000000001863e+06,1.834959356323101747e+04,8.893575000000002328e+05,-6.814929640260786982e+03,3.191082000000000931e+06,-6.363624010047855336e+03,3.009939000000000931e+06,1.921943725087788698e+04,5.097290000000001746e+05,1.331902812959277753e+03,4.567222253920104683e-03,9.952374766149526408e+01,9.688651195557078655e-01,1.598148972293341103e+03,6.680534277949915500e-01,3.241315660883418559e+02,6.293072141511867812e+03,7.806969007576672226e+00,9.608237268360328542e+00,1.360625644740188610e-03,2.462617750408284678e+00,-6.182856003320114091e-01,9.998959685727836222e-01,5.270046710968017578e+00,3.996009063720703125e+01,2.595756292343139648e+00
3.201201248168945312e+01,2.157131645466518144e+00,7.012153920941819329e-01,1.310635000000000582e+05,9.831510719822535993e-01,9.127566629650037122e-03,1.103210449218750000e-02,2.692159016927083218e-02,1.359558105468750000e-02,6.479899088541667129e-02,7.373046875000000000e-02,1.862843831380208426e-01,3.629557291666666435e-02,5.279032389322916435e-02,5.002543131510416297e-01,3.429667154947916435e-02,1.939432678222656250e+02,6.197757564337613985e+03,2.536547749837239678e+02,3.081847849387882547e+02,1.956039021809895928e+02,5.649190752595249251e+03,2.534835459391275947e+02,3.496666197261205866e+02,2.437695625000001863e+06,2.613507403741316011e+03,2.556919125000001397e+06,-9.947974871818210886e+03,4.395451250000002328e+05,2.446794385594282630e+02,1.577342500000000698e+06,1.065148180777717471e+03,1.545579500000000466e+06,-1.198848454530580238e+04,1.310635000000000582e+05,-5.610151709881229181e+02,8.553875690169410184e-03,4.914815867508057323e+01,9.760358125388967077e-01,1.025386436782981946e+03,6.798111481652170385e-01,3.428189475921587359e+02,4.052397588456839003e+03,7.420191307598727803e+00,9.252141977820324215e+00,1.428205679720698012e-03,2.482227373976146012e+00,-6.009962297414809251e-01,9.998056469398745039e-01,4.203881740570068359e+00,3.201201248168945312e+01,2.178906679153442383e+00
3.152679634094238281e+01,2.635569553163832790e+00,5.705464546337523091e-01,7.119700000000002910e+04,9.819905924020266852e-01,5.129952720507403863e-03,1.369730631510416609e-02,3.972371419270833565e-02,2.065531412760416782e-02,8.479309082031250000e-02,1.223297119140625000e-01,2.109680175781250000e-01,5.506388346354166435e-02,6.151835123697916435e-02,3.362274169921875000e-01,5.502319335937500000e-02,1.734798787434895928e+02,8.013421287029566884e+03,2.546095275878906250e+02,8.631045243795961142e+01,1.787812347412109375e+02,6.897508858680492267e+03,2.545168304443359375e+02,1.075442011925236585e+02,1.748229000000000931e+06,-4.485898599727452165e+02,2.773070250000001863e+06,-5.497292595558519679e+03,2.905787500000002328e+05,-6.057010786292778448e+02,1.165397000000000233e+06,-1.356798121861487562e+04,1.753745000000000466e+06,-3.629463612608393305e+03,7.119700000000002910e+04,1.000524548053454907e+02,4.911576336391688773e-03,4.464605176958337296e+01,9.775157450184731589e-01,9.928965435257314311e+02,5.429546882083829962e-01,3.330094977102086773e+02,3.926940122333355248e+03,7.710403468911979807e+00,1.020995161761597814e+01,8.828364073116133810e-04,3.022152263433749653e+00,-4.990858448901438482e-01,9.993390249207342313e-01,5.293239593505859375e+00,3.152679634094238281e+01,2.891130208969116211e+00
2.555704116821289062e+01,4.704827136334026050e-01,8.532440793152193947e-01,1.491575000000000909e+04,9.954094304600552556e-01,8.066799710830317716e-03,1.597086588541666739e-03,9.399414062500000000e-03,1.810709635416666739e-03,5.864969889322916435e-02,3.759256998697916435e-02,2.447001139322916574e-01,3.195699055989583565e-02,4.566446940104166435e-02,5.529886881510416297e-01,1.564025878906250000e-02,2.075088246663411553e+02,2.018203036952738103e+03,2.546993103027343750e+02,7.025019239541143179e+01,2.016113026936849053e+02,3.926022706925221883e+03,2.547160542805989678e+02,6.651025617609012386e+01,7.133516875000003492e+05,7.353930648783298238e+03,7.232271875000002328e+05,-1.941578324375253942e+04,7.022368750000005821e+04,7.142201136301890756e+02,2.401347500000000873e+05,3.571182853482707287e+03,2.881367500000001164e+05,-1.362840830005395947e+04,1.491575000000000909e+04,-3.119265875121874956e+02,6.800373204557685208e-03,8.248977211455944314e+00,9.936763376932405967e-01,6.523281538371156785e+02,7.987729317132776785e-01,3.493285254496872199e+02,2.601063638137024100e+03,7.218938736911943543e+00,8.094879853039351758e+00,2.186925957503487242e-03,1.438934365863504761e+00,-7.372476214669498873e-01,9.999552814182043337e-01,1.687479496002197266e+00,2.555704116821289062e+01,2.546772718429565430e+00
3.710524749755859375e+01,9.926818330071781604e-01,7.300841032294426158e-01,8.402250000000003638e+03,9.972482105010744835e-01,4.709154240367115218e-03,3.479003906250000000e-03,1.551818847656250000e-02,6.159464518229166956e-03,7.098897298177082871e-02,9.105936686197917129e-02,2.464752197265625000e-01,4.374186197916666435e-02,5.148824055989583565e-02,4.474029541015625000e-01,2.368672688802083218e-02,1.820299173990885322e+02,5.547144480518892124e+03,2.541753438313802178e+02,1.501071024411875783e+02,1.906400502522786553e+02,3.522336454855873399e+03,2.543609924316406250e+02,1.185437567299231887e+02,5.459995625000002328e+05,6.755133387262248107e+03,9.983750625000004657e+05,-2.426553695779214195e+02,4.909156250000003638e+04,2.445151407409292688e+02,2.184122500000000582e+05,7.770120287100620772e+03,3.102782500000000582e+05,4.043750137577596888e+03,8.402250000000003638e+03,1.014441481985575706e+02,4.480990359291047234e-03,9.572782178276511900e+00,9.965236030615055585e-01,1.376866476572467946e+03,7.130956844337414946e-01,3.180678403102068614e+02,5.497893124111607904e+03,7.677310791440588034e+00,9.007637246353294103e+00,1.727117799756667377e-03,1.904414864114726491e+00,-6.800233185230053490e-01,9.999460445232184469e-01,2.429875135421752930e+00,3.710524749755859375e+01,2.887306213378906250e+00
4.155683517456054688e+01,1.621916788975917401e+00,7.644181961589774366e-01,8.579175000000002910e+04,9.925332501636863203e-01,9.563806497436801168e-03,8.865356445312500000e-03,1.936848958333333218e-02,1.067606608072916609e-02,5.422465006510416435e-02,5.321756998697916435e-02,1.815745035807291574e-01,2.955118815104166782e-02,4.165649414062500000e-02,5.744578043619791297e-01,2.640787760416666782e-02,1.994354654947916572e+02,5.401705765717560098e+03,2.525862986246744697e+02,5.297288196372231823e+02,2.021561635335286553e+02,4.924892895055288136e+03,2.528689117431640625e+02,4.495811384193754634e+02,2.269768937500001397e+06,-2.264819051412261251e+04,1.968313187500001164e+06,-5.179061289907593164e+03,2.863014375000001164e+05,-9.051235908310288778e+02,1.288783750000000466e+06,-1.564232701415659540e+04,1.136272750000000466e+06,-1.095505012520003402e+04,8.579175000000002910e+04,9.717969900225059519e+02,8.838844799395648849e-03,3.811242776928011011e+01,9.889738500959062151e-01,1.728177594382144889e+03,7.413695029495570576e-01,3.337252364549682397e+02,6.874597949759303447e+03,7.434782549228392767e+00,8.695033040939232905e+00,1.995379348807802770e-03,2.110519509707430519e+00,-7.023346899240741070e-01,9.999557947983860329e-01,3.342555284500122070e+00,4.155683517456054688e+01,2.470220804214477539e+00
